from	to	score
LTR1	LTR1D1	102
LTR1	LTR1E	256
LTR1	LTR1F	250
LTR1	LTR1F1	225
LTR1	LTR1F2	233
LTR21B	LTR21C	286
LTR21C	LTR21B	286
LTR22A	LTR22C	132
LTR22A	LTR22C0	163
LTR22B1	LTR22	64.4
LTR22B1	LTR22B	444
LTR22B1	LTR22C	498
LTR22B1	LTR22C0	315
LTR22B1	LTR22C2	432
LTR22B1	LTR22E	316
LTR22B2	LTR22	122
LTR22B2	LTR22B	288
LTR22B2	LTR22C	153
LTR22B2	LTR22C2	162
LTR22B	LTR22	131
LTR22B	LTR22B1	444
LTR22B	LTR22B2	288
LTR22B	LTR22C	405
LTR22B	LTR22C2	264
LTR22B	LTR22E	251
LTR22C0	LTR22A	163
LTR22C0	LTR22B1	315
LTR22C0	LTR22C	533
LTR22C0	LTR22C2	415
LTR22C0	LTR22E	454
LTR22C2	LTR22B	264
LTR22C2	LTR22B1	432
LTR22C2	LTR22B2	162
LTR22C2	LTR22C	456
LTR22C2	LTR22C0	415
LTR22C2	LTR22E	334
LTR22C	LTR22	164
LTR22C	LTR22A	132
LTR22C	LTR22B	405
LTR22C	LTR22B1	498
LTR22C	LTR22B2	153
LTR22C	LTR22C0	533
LTR22C	LTR22C2	456
LTR22C	LTR22E	505
LTR22E	LTR22B	251
LTR22E	LTR22B1	316
LTR22E	LTR22C	505
LTR22E	LTR22C0	454
LTR22E	LTR22C2	334
LTR22	LTR22B	131
LTR22	LTR22B1	64.4
LTR22	LTR22B2	122
LTR22	LTR22C	164
LTR23-int	LOR1-int	836
LTR23-int	LTR39-int	741
LTR23-int	LTR49-int	1346
LTR23-int	MER101-int	145
LTR23-int	MER31-int	433
LTR23-int	MER51-int	51.8
LTR23-int	MER57A-int	339
LTR23-int	MER66-int	48.2
LTR23-int	PABL_A-int	287
LTR23	LTR56	220
LTR23	LTR70	152
LTR24C	LTR24	136
LTR24	LTR24C	111
LTR25-int	LOR1-int	471
LTR25-int	LTR19-int	767
LTR25-int	LTR49-int	508
LTR25-int	MER4-int	857
LTR25-int	MER41-int	1294
LTR25-int	MER4B-int	114
LTR25-int	MER50-int	1018
LTR25-int	MER51-int	389
LTR25-int	MER52-int	935
LTR25-int	MER57-int	880
LTR25-int	MER57A-int	303
LTR25-int	MER61-int	2091
LTR25-int	MER83B-int	389
LTR25-int	PABL_A-int	828
LTR25	MER61D	86.0
LTR25	MER61E	204
LTR25	MER61F	216
LTR26B	LTR26	137
LTR26B	LTR26E	584
LTR26E	LTR26B	584
LTR26	LTR26B	137
LTR2752	LTR1D	80.6
LTR2752	LTR27	187
LTR2752	LTR27B	183
LTR2752	LTR27C	231
LTR2752	LTR27D	277
LTR2752	LTR27E	426
LTR2752	LTR28	119
LTR2752	LTR28B	111
LTR2752	LTR28C	206
LTR2752	MER52A	700
LTR2752	MER52C	181
LTR2752	MER52D	368
LTR27B	LTR1F	57.2
LTR27B	LTR27	273
LTR27B	LTR2752	183
LTR27B	LTR27C	234
LTR27B	LTR27D	254
LTR27B	LTR27E	152
LTR27B	LTR28	168
LTR27B	LTR28B	208
LTR27B	LTR28C	244
LTR27B	MER61B	94.2
LTR27C	LTR27	626
LTR27C	LTR2752	231
LTR27C	LTR27B	234
LTR27C	LTR27D	129
LTR27C	LTR27E	133
LTR27C	LTR28	497
LTR27C	LTR28B	91.5
LTR27C	LTR28C	805
LTR27D	LTR27	129
LTR27D	LTR2752	277
LTR27D	LTR27B	254
LTR27D	LTR27C	129
LTR27D	LTR27E	453
LTR27D	LTR28	165
LTR27D	LTR28B	146
LTR27D	LTR28C	141
LTR27D	LTR77	124
LTR27E	LTR27	163
LTR27E	LTR2752	426
LTR27E	LTR27B	152
LTR27E	LTR27C	154
LTR27E	LTR27D	453
LTR27E	LTR28	165
LTR27E	LTR28C	157
LTR27E	MER52A	129
LTR27	LTR1D	85.1
LTR27	LTR2752	187
LTR27	LTR27B	273
LTR27	LTR27C	626
LTR27	LTR27D	129
LTR27	LTR27E	163
LTR27	LTR28	486
LTR27	LTR28B	98.7
LTR27	LTR28C	634
LTR27	MER52A	96.9
LTR27	MER52C	57.2
LTR28B	LTR1C1	126
LTR28B	LTR1C3	130
LTR28B	LTR1D	702
LTR28B	LTR1D1	478
LTR28B	LTR1E	275
LTR28B	LTR27	98.7
LTR28B	LTR2752	111
LTR28B	LTR27B	208
LTR28B	LTR27C	91.5
LTR28B	LTR27D	146
LTR28B	LTR28	557
LTR28B	LTR28C	181
LTR28B	MER52A	79.7
LTR28B	MER52D	64.4
LTR28C	LTR27	634
LTR28C	LTR2752	206
LTR28C	LTR27B	244
LTR28C	LTR27C	805
LTR28C	LTR27D	141
LTR28C	LTR27E	157
LTR28C	LTR28	705
LTR28C	LTR28B	181
LTR28C	MER52A	123
LTR28C	MER52D	75.2
LTR28	LTR1D	297
LTR28	LTR1D1	205
LTR28	LTR27	486
LTR28	LTR2752	119
LTR28	LTR27B	168
LTR28	LTR27C	497
LTR28	LTR27D	165
LTR28	LTR27E	165
LTR28	LTR28B	557
LTR28	LTR28C	705
LTR28	MER52A	114
LTR28	MER52D	66.2
LTR28	MER61B	60.8
LTR29	LTR48B	221
LTR29	LTR49	246
LTR29	MER39B	160
LTR2B	LTR2	337
LTR2B	LTR2C	206
LTR2C	LTR2	288
LTR2C	LTR2B	206
LTR2	LTR2B	337
LTR2	LTR2C	288
LTR30	LTR12	83.3
LTR30	LTR12B	83.3
LTR30	LTR12C	74.3
LTR30	LTR12E	81.5
LTR30	LTR12F	83.3
LTR30	LTR12_	83.3
LTR31	MER72	121
LTR31	MER72B	106
LTR33A_	LTR33	204
LTR33A_	LTR33A	728
LTR33A	LTR33	197
LTR33A	LTR33A_	728
LTR33A	LTR33B	111
LTR33B	LTR33A	111
LTR33B	LTR33C	112
LTR33B	LTR67B	150
LTR33B	MLT2E	101
LTR33C	LTR33B	112
LTR33C	MLT2E	946
LTR33C	MLT2F	175
LTR33	LTR33A	197
LTR33	LTR33A_	204
LTR34	LTR59	356
LTR35A	LTR35	560
LTR35A	LTR35B	206
LTR35B	LTR35A	206
LTR35B	LTR43B	94.2
LTR35	LTR35A	560
LTR36	LTR38B	86.9
LTR36	LTR38C	55.4
LTR37-int	LTR19-int	92.4
LTR37-int	LTR39-int	85.1
LTR37-int	LTR49-int	283
LTR37-int	MER31-int	518
LTR37-int	MER34B-int	288
LTR37-int	MER4-int	96.9
LTR37-int	MER41-int	98.7
LTR37-int	MER65-int	47.3
LTR37-int	MER92-int	2671
LTR37-int	PABL_A-int	101
LTR37A	LTR37B	171
LTR37A	MER92-int	175
LTR37B	LTR37A	171
LTR38-int	LOR1-int	496
LTR38-int	LTR39-int	118
LTR38-int	LTR49-int	125
LTR38-int	LTR57-int	1012
LTR38-int	MER101-int	132
LTR38-int	MER4B-int	208
LTR38-int	MER65-int	321
LTR38-int	MER83A-int	277
LTR38A1	LTR38	287
LTR38A1	MER87B	161
LTR38C	LTR36	55.4
LTR38	LTR38A1	287
LTR39-int	LOR1-int	1389
LTR39-int	LTR19-int	506
LTR39-int	LTR23-int	741
LTR39-int	LTR37-int	85.1
LTR39-int	LTR38-int	118
LTR39-int	LTR49-int	1588
LTR39-int	MER101-int	172
LTR39-int	MER31-int	484
LTR39-int	MER34B-int	290
LTR39-int	MER4-int	955
LTR39-int	MER41-int	982
LTR39-int	MER4B-int	161
LTR39-int	MER50-int	479
LTR39-int	MER51-int	71.6
LTR39-int	MER57-int	333
LTR39-int	MER57A-int	504
LTR39-int	MER61-int	386
LTR39-int	MER83B-int	401
LTR39-int	MER92-int	274
LTR39-int	PABL_A-int	545
LTR39	MER4A	79.7
LTR39	MER4A1_	79.7
LTR39	MER4B	129
LTR39	MER4D	208
LTR39	MER4D0	179
LTR39	MER4E	96.9
LTR3A	LTR3	561
LTR3A	LTR3B	195
LTR3A	LTR3B_	195
LTR3B_	LTR3	280
LTR3B_	LTR3A	195
LTR3B_	LTR3B	756
LTR3B	LTR3	282
LTR3B	LTR3A	195
LTR3B	LTR3B_	756
LTR3	LTR3A	561
LTR3	LTR3B	282
LTR3	LTR3B_	280
LTR40A1	LTR40a	162
LTR40A1	LTR40b	160
LTR40a	LTR40A1	162
LTR40a	LTR40b	503
LTR40a	LTR40c	297
LTR40b	LTR40A1	160
LTR40b	LTR40a	503
LTR40b	LTR40c	361
LTR40c	LTR40a	297
LTR40c	LTR40b	361
LTR41B	LTR41	233
LTR41B	LTR41C	207
LTR41C	LTR41	246
LTR41C	LTR41B	207
LTR41	LTR41B	233
LTR41	LTR41C	246
LTR43B	LTR35B	94.2
LTR43B	LTR43	277
LTR43	LTR43B	277
LTR45B	LTR45	155
LTR45	LTR45B	155
LTR46-int	LTR19-int	61.7
LTR46-int	MER52-int	88.7
LTR46-int	MER84-int	96.0
LTR46-int	PRIMA41-int	51.8
LTR47A2	LTR47A	199
LTR47A2	LTR47B	84.2
LTR47A2	LTR47B2	94.2
LTR47A2	LTR47B3	88.7
LTR47A2	LTR47B4	97.8
LTR47A	LTR47A2	199
LTR47A	LTR47B	452
LTR47A	LTR47B2	234
LTR47A	LTR47B3	297
LTR47A	LTR47B4	211
LTR47B2	LTR47A	234
LTR47B2	LTR47A2	94.2
LTR47B2	LTR47B	352
LTR47B2	LTR47B3	640
LTR47B2	LTR47B4	338
LTR47B3	LTR47A	297
LTR47B3	LTR47A2	88.7
LTR47B3	LTR47B	433
LTR47B3	LTR47B2	640
LTR47B3	LTR47B4	353
LTR47B4	LTR47A	211
LTR47B4	LTR47A2	97.8
LTR47B4	LTR47B	335
LTR47B4	LTR47B2	338
LTR47B4	LTR47B3	353
LTR47B	LTR47A	452
LTR47B	LTR47A2	84.2
LTR47B	LTR47B2	352
LTR47B	LTR47B3	433
LTR47B	LTR47B4	335
LTR48B	LTR29	221
LTR48B	LTR48	216
LTR48B	LTR49	193
LTR48B	MER39	79.7
LTR48	LTR48B	216
LTR48	LTR49	124
LTR48	MER34A	77.9
LTR48	MER39	187
LTR48	MER39B	74.3
LTR49-int	LOR1-int	1952
LTR49-int	LTR19-int	951
LTR49-int	LTR23-int	1346
LTR49-int	LTR25-int	508
LTR49-int	LTR37-int	283
LTR49-int	LTR39-int	1588
LTR49-int	LTR57-int	132
LTR49-int	MER101-int	454
LTR49-int	MER31-int	1422
LTR49-int	MER34-int	607
LTR49-int	MER34B-int	1072
LTR49-int	MER4-int	1685
LTR49-int	MER41-int	1437
LTR49-int	MER4B-int	274
LTR49-int	MER50-int	921
LTR49-int	MER51-int	308
LTR49-int	MER57-int	528
LTR49-int	MER57A-int	952
LTR49-int	MER61-int	847
LTR49-int	MER65-int	330
LTR49-int	MER83B-int	275
LTR49-int	MER92-int	674
LTR49-int	PABL_A-int	1103
LTR49	LTR29	246
LTR49	LTR48	124
LTR49	LTR48B	193
LTR49	MER34A	71.6
LTR49	MER39B	185
LTR49	MER4B	84.2
LTR49	MER4D	186
LTR49	MER4D0	150
LTR49	MER4D1	159
LTR49	MER4E1	134
LTR4	LTR76	160
LTR50	LTR41C	111
LTR52-int	LTR53-int	1207
LTR52-int	MER70-int	47.3
LTR53-int	LTR52-int	1207
LTR53B	LTR53	352
LTR53	LTR53B	352
LTR54B	LTR54	226
LTR54B	MER51-int	91.5
LTR54B	MER57-int	158
LTR54B	MER57A-int	163
LTR54	LTR54B	226
LTR54	MER57-int	132
LTR54	MER57A-int	136
LTR56	LTR23	220
LTR56	LTR70	482
LTR57-int	LOR1-int	905
LTR57-int	LTR38-int	1012
LTR57-int	LTR49-int	132
LTR57-int	MER34B-int	111
LTR57-int	MER4-int	226
LTR57-int	MER4B-int	294
LTR57-int	MER51-int	404
LTR57-int	MER65-int	695
LTR57-int	MER83A-int	248
LTR57-int	PABL_A-int	215
LTR59	LTR34	356
LTR59	MER49	176
LTR59	MER4C	59.0
LTR59	MER4CL34	69.8
LTR59	MER72	306
LTR5A	LTR5	557
LTR5A	LTR5B	1420
LTR5A	LTR5_Hs	589
LTR5A	SVA_A	213
LTR5A	SVA_B	204
LTR5A	SVA_C	190
LTR5B	LTR5	702
LTR5B	LTR5A	1420
LTR5B	LTR5_Hs	758
LTR5B	SVA_A	280
LTR5B	SVA_B	276
LTR5B	SVA_C	253
LTR5_Hs	LTR5	1528
LTR5_Hs	LTR5A	589
LTR5_Hs	LTR5B	758
LTR5_Hs	SVA_A	549
LTR5_Hs	SVA_B	540
LTR5_Hs	SVA_C	522
LTR5_Hs	SVA_D	480
LTR5_Hs	SVA_E	453
LTR5_Hs	SVA_F	458
LTR5	LTR5A	557
LTR5	LTR5B	702
LTR5	LTR5_Hs	1528
LTR5	SVA_A	534
LTR5	SVA_B	529
LTR5	SVA_C	511
LTR5	SVA_D	465
LTR5	SVA_E	438
LTR5	SVA_F	443
LTR60B	LTR60	704
LTR60	LTR60B	704
LTR67B	LTR33B	150
LTR67B	MLT1J	57.2
LTR6A	LTR6B	506
LTR6B	LTR6A	506
LTR70	LTR23	152
LTR70	LTR56	482
LTR70	MER67C	195
LTR71A	LTR71B	297
LTR71B	LTR71A	297
LTR75B	LTR75	301
LTR75	LTR75B	301
LTR76	LTR4	160
LTR77	LTR27D	124
LTR77	MER61D	154
LTR7B	LTR7	161
LTR7B	LTR7C	196
LTR7B	LTR7Y	600
LTR7B	LTR7_Rhe	691
LTR7C	LTR7	252
LTR7C	LTR7B	196
LTR7C	LTR7Y	267
LTR7C	LTR7_Rhe	221
LTR7Y	LTR7	325
LTR7Y	LTR7B	600
LTR7Y	LTR7C	267
LTR7Y	LTR7_Rhe	483
LTR7_Rhe	LTR7	166
LTR7_Rhe	LTR7B	691
LTR7_Rhe	LTR7C	221
LTR7_Rhe	LTR7Y	483
LTR7	LTR7B	161
LTR7	LTR7C	252
LTR7	LTR7Y	325
LTR7	LTR7_Rhe	166
LTR80A	LTR80B	689
LTR80B	LTR80A	689
LTR81AB	LTR81A	126
LTR81AB	LTR81B	129
LTR81A	LTR81	1247
LTR81A	LTR81AB	126
LTR81A	LTR81B	1491
LTR81A	LTR81C	1379
LTR81A	MamGypLTR4	204
LTR81B	LTR81	1380
LTR81B	LTR81A	1491
LTR81B	LTR81AB	129
LTR81B	LTR81C	1144
LTR81B	MamGypLTR4	147
LTR81C	LTR81	1400
LTR81C	LTR81A	1379
LTR81C	LTR81B	1144
LTR81C	MamGypLTR2c	138
LTR81	LTR81A	1247
LTR81	LTR81B	1380
LTR81	LTR81C	1400
LTR82A	LTR82B	627
LTR82B	LTR82A	627
LTR84a	LTR84b	912
LTR84b	LTR84a	912
LTR85a	LTR85b	559
LTR85a	LTR85c	287
LTR85b	LTR85a	559
LTR85b	LTR85c	417
LTR85c	LTR85a	287
LTR85c	LTR85b	417
LTR86A1	LTR86A2	660
LTR86A2	LTR86A1	660
LTR86B1	LTR86B2	443
LTR86B2	LTR86B1	443
LTR88a	LTR88b	662
LTR88a	LTR88c	205
LTR88b	LTR104_Mam	144
LTR88b	LTR88a	662
LTR88b	LTR88c	548
LTR88c	LTR88a	205
LTR88c	LTR88b	548
LTR8A	LTR8B	387
LTR8A	MER87	55.4
LTR8B	LTR8A	387
LTR8B	MER87	110
LTR8B	PABL_A-int	62.6
LTR8	MER4-int	252
LTR8	PABL_A-int	169
LTR91A	LTR91	776
LTR91	LTR91A	776
LTR9A1	LTR9	290
LTR9A1	LTR9B	71.6
LTR9A1	LTR9D	528
LTR9B	LTR9	96.0
LTR9B	LTR9A1	71.6
LTR9B	LTR9C	286
LTR9B	LTR9D	151
LTR9C	LTR9A1	165
LTR9C	LTR9D	473
LTR9D	LTR9	469
LTR9D	LTR9A1	528
LTR9D	LTR9B	151
LTR9D	LTR9C	473
LTR9	LTR9A1	290
LTR9	LTR9B	96.0
LTR9	LTR9D	469
MARNA	Tigger22N1	299
MER101-int	LOR1-int	275
MER101-int	LTR19-int	178
MER101-int	LTR23-int	145
MER101-int	LTR38-int	132
MER101-int	LTR39-int	172
MER101-int	LTR49-int	454
MER101-int	MER31-int	394
MER101-int	MER34B-int	355
MER101-int	MER4-int	272
MER101-int	MER41-int	169
MER101-int	MER4B-int	251
MER101-int	MER50-int	146
MER101-int	MER51-int	148
MER101-int	MER57-int	193
MER101-int	MER57A-int	321
MER101-int	MER65-int	194
MER101-int	MER66-int	206
MER101-int	MER70-int	73.4
MER101-int	MER83B-int	208
MER101-int	MER92-int	187
MER101-int	PABL_A-int	187
MER101-int	PRIMA4-int	321
MER101-int	PRIMAX-int	287
MER101B	MER101	395
MER101	MER101B	395
MER102a	Charlie8	387
MER102a	MER102b	517
MER102a	MER102c	356
MER102b	Charlie8	464
MER102b	MER102a	517
MER102b	MER102c	400
MER102c	Charlie8	351
MER102c	MER102a	356
MER102c	MER102b	400
MER103C	Charlie14a	60.8
MER104	Kanga1	179
MER104	Kanga11a	119
MER104	Kanga1a	175
MER104	Kanga1b	170
MER104	Kanga1c	177
MER104	Kanga1d	170
MER106A	MER106B	228
MER106B	MER106A	228
MER110-int	PRIMA4-int	59.0
MER112	Charlie9	207
MER113A	Charlie16	42.8
MER113A	MER113	212
MER113	Charlie16	38.3
MER113	MER113A	212
MER115	FordPrefect	88.7
MER115	FordPrefect_a	88.7
MER115	Zaphod	288
MER11A	MER11B	540
MER11A	MER11C	462
MER11B	MER11A	540
MER11B	MER11C	1368
MER11C	MER11A	462
MER11C	MER11B	1368
MER121B	MER121	132
MER121	MER121B	132
MER1A	Charlie3	495
MER1A	MER1B	337
MER1B	Charlie3	350
MER1B	MER1A	337
MER20B	MER20	171
MER20	MER20B	171
MER21-int	LOR1-int	821
MER21-int	MER4B-int	1115
MER21-int	MER68-int	113
MER21A	MER21B	587
MER21A	MER21C	490
MER21A	MER39	178
MER21B	MER21A	587
MER21B	MER21C	1084
MER21C	MER21A	490
MER21C	MER21B	1084
MER2B	MER2	306
MER2B	MER8	111
MER2	MER2B	306
MER2	MER8	106
MER30B	Charlie12	301
MER30B	MER30	182
MER30	Charlie12	215
MER30	MER30B	182
MER31-int	LTR19-int	347
MER31-int	LTR37-int	518
MER31-int	LTR39-int	484
MER31-int	LTR49-int	1422
MER31-int	MER101-int	394
MER31-int	MER34B-int	1286
MER31-int	MER4-int	638
MER31-int	MER41-int	504
MER31-int	MER4B-int	167
MER31-int	MER57-int	142
MER31-int	MER57A-int	270
MER31-int	MER61-int	318
MER31-int	MER65-int	336
MER31-int	MER92-int	1012
MER31-int	PABL_A-int	407
MER31A	MER31B	486
MER31B	MER31A	486
MER31B	MER67A	106
MER33	Charlie5	467
MER33	MER3	121
MER34-int	LTR39-int	123
MER34-int	LTR49-int	607
MER34-int	MER41-int	130
MER34A1	MER34	130
MER34A1	MER34A	465
MER34A1	MER34B	523
MER34A1	MER34C	148
MER34A1	MER34C2	84.2
MER34A1	MER34C_	151
MER34A1	MER34D	77.0
MER34A1	MER39	54.5
MER34A	LTR48	77.9
MER34A	LTR49	71.6
MER34A	MER34	339
MER34A	MER34A1	465
MER34A	MER34B	176
MER34A	MER34C	112
MER34A	MER34C2	97.8
MER34A	MER34C_	112
MER34A	MER39	59.9
MER34A	MER39B	80.6
MER34B-int	LOR1-int	339
MER34B-int	LTR19-int	181
MER34B-int	LTR37-int	288
MER34B-int	LTR39-int	290
MER34B-int	LTR49-int	1072
MER34B-int	LTR57-int	111
MER34B-int	MER101-int	355
MER34B-int	MER31-int	1286
MER34B-int	MER4-int	258
MER34B-int	MER41-int	252
MER34B-int	MER50-int	167
MER34B-int	MER57A-int	239
MER34B-int	MER92-int	612
MER34B-int	PABL_A-int	207
MER34B	MER34A	176
MER34B	MER34A1	523
MER34B	MER34C	235
MER34B	MER34C_	252
MER34B	MER34D	50.0
MER34C2	MER34	91.5
MER34C2	MER34A	97.8
MER34C2	MER34A1	84.2
MER34C2	MER34C	211
MER34C2	MER34C_	249
MER34C2	MER34D	67.1
MER34C_	MER34	70.7
MER34C_	MER34A	112
MER34C_	MER34A1	151
MER34C_	MER34B	252
MER34C_	MER34C	938
MER34C_	MER34C2	249
MER34C_	MER57A-int	92.4
MER34C	MER34	70.7
MER34C	MER34A	112
MER34C	MER34A1	148
MER34C	MER34B	235
MER34C	MER34C2	211
MER34C	MER34C_	938
MER34C	MER57A-int	92.4
MER34D	MER34	133
MER34D	MER34A	270
MER34D	MER34A1	77.0
MER34D	MER34B	50.0
MER34D	MER34C2	67.1
MER34	MER34A	339
MER34	MER34A1	130
MER34	MER34C	70.7
MER34	MER34C2	91.5
MER34	MER34C_	70.7
MER34	MER34D	133
MER39B	LTR29	160
MER39B	LTR48	74.3
MER39B	LTR49	185
MER39B	MER21A	136
MER39B	MER39	649
MER39	LTR48	187
MER39	LTR48B	79.7
MER39	MER21A	178
MER39	MER34A	59.9
MER39	MER34A1	54.5
MER39	MER39B	649
MER3	Charlie5	213
MER3	MER33	121
MER4-int	LOR1-int	1297
MER4-int	LTR19-int	1594
MER4-int	LTR25-int	857
MER4-int	LTR37-int	96.9
MER4-int	LTR39-int	955
MER4-int	LTR49-int	1685
MER4-int	LTR57-int	226
MER4-int	LTR8	252
MER4-int	LTR8B	132
MER4-int	MER101-int	272
MER4-int	MER31-int	638
MER4-int	MER34B-int	258
MER4-int	MER41-int	1994
MER4-int	MER4B-int	590
MER4-int	MER50-int	1352
MER4-int	MER51-int	147
MER4-int	MER57-int	330
MER4-int	MER61-int	1182
MER4-int	MER65-int	158
MER4-int	MER66-int	221
MER4-int	MER83B-int	259
MER4-int	MER92-int	256
MER4-int	PABL_A-int	1906
MER4-int	PRIMA4-int	143
MER41-int	LOR1-int	1419
MER41-int	LTR19-int	1665
MER41-int	LTR25-int	1294
MER41-int	LTR37-int	98.7
MER41-int	LTR39-int	982
MER41-int	LTR49-int	1437
MER41-int	MER101-int	169
MER41-int	MER31-int	504
MER41-int	MER34-int	130
MER41-int	MER34B-int	252
MER41-int	MER4-int	1994
MER41-int	MER4B-int	176
MER41-int	MER50-int	1843
MER41-int	MER51-int	924
MER41-int	MER57-int	3071
MER41-int	MER57A-int	452
MER41-int	MER61-int	1610
MER41-int	MER65-int	166
MER41-int	MER66-int	60.8
MER41-int	MER83B-int	1133
MER41-int	MER92-int	251
MER41-int	PABL_A-int	1801
MER41-int	PRIMA41-int	592
MER41A	MER41B	737
MER41A	MER41C	229
MER41A	MER41D	113
MER41A	MER66C	82.4
MER41A	MER66D	93.3
MER41B	MER41A	737
MER41B	MER41C	210
MER41B	MER41D	111
MER41B	MER66C	90.6
MER41B	MER66D	154
MER41C	MER41A	229
MER41C	MER41B	210
MER41C	MER41D	127
MER41D	MER41A	113
MER41D	MER41B	111
MER41D	MER41C	127
MER41E	MER41G	415
MER41G	MER41E	415
MER44A	MER44B	360
MER44A	MER44C	144
MER44A	MER44D	467
MER44A	Tigger7	467
MER44B	MER44A	360
MER44B	MER44C	616
MER44B	MER44D	408
MER44B	Tigger7	616
MER44C	MER44A	144
MER44C	MER44B	616
MER44C	MER44D	430
MER44C	Tigger7	1164
MER44D	MER44A	467
MER44D	MER44B	408
MER44D	MER44C	430
MER44D	Tigger7	843
MER45A	MER45B	210
MER45A	MER45C	188
MER45A	MER45R	210
MER45B	MER45A	210
MER45B	MER45C	293
MER45B	MER45R	342
MER45C	MER45A	188
MER45C	MER45B	293
MER45C	MER45R	277
MER45R	MER45A	210
MER45R	MER45B	342
MER45R	MER45C	277
MER46C	Tigger4	77.9
MER46C	Tigger4a	77.9
MER46C	Tigger4b	73.4
MER47A	MER47B	321
MER47A	MER47C	113
MER47A	Tigger5	495
MER47A	Tigger5b	427
MER47B	MER47A	321
MER47B	MER47C	113
MER47B	Tigger5	439
MER47B	Tigger5b	635
MER47C	MER47A	113
MER47C	MER47B	113
MER47C	Tigger5	113
MER47C	Tigger5b	113
MER49	LOR1-int	87.8
MER49	LTR59	176
MER49	MER4D	254
MER49	MER4D0	260
MER49	MER4D1	224
MER49	MER72	250
MER49	MER72B	218
MER4A1_	LTR39	79.7
MER4A1_	MER4A	728
MER4A1_	MER4A1	366
MER4A1_	MER4B	420
MER4A1_	MER4CL34	62.6
MER4A1_	MER4D	224
MER4A1_	MER4D0	297
MER4A1_	MER4D1	222
MER4A1_	MER4E	229
MER4A1_	MER4E1	204
MER4A1_	PRIMA4_LTR	199
MER4A1	MER4A	366
MER4A1	MER4A1_	366
MER4A1	MER4B	327
MER4A1	MER4CL34	79.7
MER4A1	MER4D	167
MER4A1	MER4D0	215
MER4A1	MER4D1	198
MER4A1	MER4E	185
MER4A1	MER4E1	192
MER4A1	PRIMA4_LTR	109
MER4A	LTR39	79.7
MER4A	MER4A1	366
MER4A	MER4A1_	728
MER4A	MER4B	420
MER4A	MER4CL34	120
MER4A	MER4D	224
MER4A	MER4D0	297
MER4A	MER4D1	222
MER4A	MER4E	229
MER4A	MER4E1	204
MER4A	PRIMA4_LTR	240
MER4B-int	LOR1-int	994
MER4B-int	LTR19-int	114
MER4B-int	LTR25-int	114
MER4B-int	LTR38-int	208
MER4B-int	LTR39-int	161
MER4B-int	LTR49-int	274
MER4B-int	LTR57-int	294
MER4B-int	MER101-int	251
MER4B-int	MER21-int	1115
MER4B-int	MER31-int	167
MER4B-int	MER4-int	590
MER4B-int	MER41-int	176
MER4B-int	MER50-int	198
MER4B-int	MER51-int	137
MER4B-int	MER57A-int	72.5
MER4B-int	MER61-int	132
MER4B-int	MER65-int	239
MER4B-int	MER66-int	190
MER4B-int	MER83B-int	283
MER4B-int	PABL_A-int	313
MER4B	LTR39	129
MER4B	LTR49	84.2
MER4B	MER4A	420
MER4B	MER4A1	327
MER4B	MER4A1_	420
MER4B	MER4C	113
MER4B	MER4D	407
MER4B	MER4D0	471
MER4B	MER4D1	475
MER4B	MER4E	379
MER4B	MER4E1	300
MER4CL34	LTR59	69.8
MER4CL34	MER4A	120
MER4CL34	MER4A1	79.7
MER4CL34	MER4A1_	62.6
MER4CL34	MER4C	196
MER4C	LTR59	59.0
MER4C	MER4B	113
MER4C	MER4CL34	196
MER4C	MER4D0	119
MER4C	PRIMA4_LTR	89.7
MER4D0	LTR39	179
MER4D0	LTR49	150
MER4D0	MER49	260
MER4D0	MER4A	297
MER4D0	MER4A1	215
MER4D0	MER4A1_	297
MER4D0	MER4B	471
MER4D0	MER4C	119
MER4D0	MER4D	1268
MER4D0	MER4D1	1016
MER4D0	MER4E	339
MER4D0	MER4E1	297
MER4D0	MER72B	132
MER4D1	LTR49	159
MER4D1	MER49	224
MER4D1	MER4A	222
MER4D1	MER4A1	198
MER4D1	MER4A1_	222
MER4D1	MER4B	475
MER4D1	MER4D	1286
MER4D1	MER4D0	1016
MER4D1	MER4E	645
MER4D1	MER4E1	555
MER4D1	MER72B	121
MER4D	LTR39	208
MER4D	LTR49	186
MER4D	MER49	254
MER4D	MER4A	224
MER4D	MER4A1	167
MER4D	MER4A1_	224
MER4D	MER4B	407
MER4D	MER4D0	1268
MER4D	MER4D1	1286
MER4D	MER4E	555
MER4D	MER4E1	473
MER4D	MER72B	139
MER4E1	LTR49	134
MER4E1	MER4A	204
MER4E1	MER4A1	192
MER4E1	MER4A1_	204
MER4E1	MER4B	300
MER4E1	MER4D	473
MER4E1	MER4D0	297
MER4E1	MER4D1	555
MER4E1	MER4E	925
MER4E	LTR39	96.9
MER4E	MER4A	229
MER4E	MER4A1	185
MER4E	MER4A1_	229
MER4E	MER4B	379
MER4E	MER4D	555
MER4E	MER4D0	339
MER4E	MER4D1	645
MER4E	MER4E1	925
MER50-int	LOR1-int	743
MER50-int	LTR19-int	1654
MER50-int	LTR25-int	1018
MER50-int	LTR39-int	479
MER50-int	LTR49-int	921
MER50-int	MER101-int	146
MER50-int	MER34B-int	167
MER50-int	MER4-int	1352
MER50-int	MER41-int	1843
MER50-int	MER4B-int	198
MER50-int	MER51-int	598
