File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF499ZUV	bigWig	bigWig		signal p-value	GRCh38	ENCSR000BSN	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										CREB1-human	DNA						2012-09-10	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF855LUO/, /files/ENCFF723CXP/, /files/ENCFF894EQJ/, /files/ENCFF618AQB/	1083413181	ENCODE Processing Pipeline	404fb6c5aa205ebc335ba2a604376ca4		https://www.encodeproject.org/files/ENCFF499ZUV/@@download/ENCFF499ZUV.bigWig				released	s3://encode-public/2021/01/05/6f084b95-e437-44ed-ba4e-1b9cb48a5f03/ENCFF499ZUV.bigWig	ENCODE4 v1.6.1 GRCh38	released	inconsistent platforms		
ENCFF978KGB	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000BSN	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										CREB1-human	DNA						2012-09-10	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF723CXP/, /files/ENCFF356LFX/, /files/ENCFF855LUO/, /files/ENCFF894EQJ/, /files/ENCFF618AQB/	358032	ENCODE Processing Pipeline	fc8296ce9b1cd964d7b121db26f0d5a9		https://www.encodeproject.org/files/ENCFF978KGB/@@download/ENCFF978KGB.bed.gz				released	s3://encode-public/2021/01/05/2641bc39-1eef-4812-b9a6-74d505a05f63/ENCFF978KGB.bed.gz	ENCODE4 v1.6.1 GRCh38	released	inconsistent platforms		
ENCFF453OCL	bigWig	bigWig		signal p-value	GRCh38	ENCSR000AMH	Histone ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										H4K20me1-human	DNA						2011-02-10	ENCODE		see document		1, 2	1_1, 2_2							/files/ENCFF064DDT/, /files/ENCFF890EPF/, /files/ENCFF504ZFN/, /files/ENCFF767VBX/	1722678143	ENCODE Processing Pipeline	ed9a3757b2a5fdca915e4e71577b73fc		https://www.encodeproject.org/files/ENCFF453OCL/@@download/ENCFF453OCL.bigWig				released	s3://encode-public/2019/02/01/82c83cd6-40bd-43c8-a019-b9d025e7491c/ENCFF453OCL.bigWig	ENCODE3 GRCh38	released	mild to moderate bottlenecking, inconsistent platforms, low read length	insufficient read depth	
ENCFF835GBI	bigBed narrowPeak	bigBed	narrowPeak	replicated peaks	GRCh38	ENCSR000AMH	Histone ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										H4K20me1-human	DNA						2011-02-10	ENCODE		see document		1, 2	1_1, 2_2							/files/ENCFF997CKL/	2105482	ENCODE Processing Pipeline	6d750a7d704e805ae64b3a2059e7e94e		https://www.encodeproject.org/files/ENCFF835GBI/@@download/ENCFF835GBI.bigBed				released	s3://encode-public/2019/02/01/66f17383-4170-47cd-9131-c89644a5f9d6/ENCFF835GBI.bigBed	ENCODE3 GRCh38	released	mild to moderate bottlenecking, inconsistent platforms, low read length	insufficient read depth	
ENCFF997CKL	bed narrowPeak	bed	narrowPeak	replicated peaks	GRCh38	ENCSR000AMH	Histone ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										H4K20me1-human	DNA						2011-02-10	ENCODE		see document		1, 2	1_1, 2_2							/files/ENCFF896YPJ/, /files/ENCFF780WPH/, /files/ENCFF332QIK/	1084510	ENCODE Processing Pipeline	508ca7405c98a5e4070125f4b966b60e		https://www.encodeproject.org/files/ENCFF997CKL/@@download/ENCFF997CKL.bed.gz				released	s3://encode-public/2019/02/01/b419d73d-552a-4c4d-917b-d6f889d42885/ENCFF997CKL.bed.gz	ENCODE3 GRCh38	released	mild to moderate bottlenecking, inconsistent platforms, low read length	insufficient read depth	
ENCFF090OSN	bigWig	bigWig		signal p-value	GRCh38	ENCSR000ATS	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										SUZ12-human	DNA						2012-08-06	ENCODE		see document, sonication (generic)	200-600	1, 3	1_1, 1_2, 1_3, 3_1							/files/ENCFF574KXK/, /files/ENCFF381IYY/, /files/ENCFF623AJW/, /files/ENCFF472VKM/, /files/ENCFF451YMU/, /files/ENCFF853FRF/	2642503027	ENCODE Processing Pipeline	91bed0f4a7c7a7e0b41abc4cce365aec		https://www.encodeproject.org/files/ENCFF090OSN/@@download/ENCFF090OSN.bigWig				released	s3://encode-public/2021/02/11/6891c3bc-78d1-499c-b747-5ffdc8c56f19/ENCFF090OSN.bigWig	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking, moderate library complexity, mixed read lengths, inconsistent platforms, low read length		
ENCFF233GVJ	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000ATS	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										SUZ12-human	DNA						2012-08-06	ENCODE		see document, sonication (generic)	200-600	1, 3	1_1, 1_2, 1_3, 3_1							/files/ENCFF574KXK/, /files/ENCFF381IYY/, /files/ENCFF623AJW/, /files/ENCFF472VKM/, /files/ENCFF451YMU/, /files/ENCFF356LFX/, /files/ENCFF853FRF/	353990	ENCODE Processing Pipeline	23c6105aa0020a24968c888549e61343		https://www.encodeproject.org/files/ENCFF233GVJ/@@download/ENCFF233GVJ.bed.gz				released	s3://encode-public/2021/02/11/87484eac-f1e0-42c7-af58-a59bfe08bf56/ENCFF233GVJ.bed.gz	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking, moderate library complexity, mixed read lengths, inconsistent platforms, low read length		
ENCFF881NFR	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000ATS	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										SUZ12-human	DNA						2012-08-06	ENCODE		see document, sonication (generic)	200-600	1, 3	1_1, 1_2, 1_3, 3_1							/files/ENCFF233GVJ/	769698	ENCODE Processing Pipeline	bbc492ef27f8cfb8e90db2646c9d02e3		https://www.encodeproject.org/files/ENCFF881NFR/@@download/ENCFF881NFR.bigBed				released	s3://encode-public/2021/02/11/fab3738d-b992-4ce5-804b-aaf457438a4f/ENCFF881NFR.bigBed	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking, moderate library complexity, mixed read lengths, inconsistent platforms, low read length		
ENCFF727RNJ	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000EBR	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										MXI1-human	DNA						2012-05-14	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF972YCC/, /files/ENCFF203UEY/, /files/ENCFF082XGF/	133509	ENCODE Processing Pipeline	4c073d6fcdff7e42a35ff630c517ca95		https://www.encodeproject.org/files/ENCFF727RNJ/@@download/ENCFF727RNJ.bed.gz				released	s3://encode-public/2021/01/02/2537c9c4-ee42-4ae6-a386-3cf89b82548e/ENCFF727RNJ.bed.gz	ENCODE4 v1.6.1 GRCh38	released	low read length		
ENCFF963FZS	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000EBR	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										MXI1-human	DNA						2012-05-14	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF727RNJ/	298609	ENCODE Processing Pipeline	6c908664831032fbacea7bb61f1a9911		https://www.encodeproject.org/files/ENCFF963FZS/@@download/ENCFF963FZS.bigBed				released	s3://encode-public/2021/01/02/6e099757-7de9-439e-91a2-7a822f5c6209/ENCFF963FZS.bigBed	ENCODE4 v1.6.1 GRCh38	released	low read length		
ENCFF126KRU	bigWig	bigWig		signal p-value	GRCh38	ENCSR000EBR	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										MXI1-human	DNA						2012-05-14	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF972YCC/, /files/ENCFF203UEY/, /files/ENCFF082XGF/	871027278	ENCODE Processing Pipeline	3c4da8375c873ba531977645cb4140ae		https://www.encodeproject.org/files/ENCFF126KRU/@@download/ENCFF126KRU.bigWig				released	s3://encode-public/2021/01/02/fdcc782d-63ac-4515-9d53-80ae0e377cc4/ENCFF126KRU.bigWig	ENCODE4 v1.6.1 GRCh38	released	low read length		
ENCFF329MAX	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000EUO	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										CTBP2-human	DNA						2011-10-29	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF501VJW/	342588	ENCODE Processing Pipeline	f4ad6477f4e64ab1b2eb8fa7344fd588		https://www.encodeproject.org/files/ENCFF329MAX/@@download/ENCFF329MAX.bigBed				released	s3://encode-public/2021/02/12/75f992f9-cae9-42cb-bf50-8e80fc051d45/ENCFF329MAX.bigBed	ENCODE4 v1.7.0 GRCh38	released	mild to moderate bottlenecking, moderate library complexity, borderline replicate concordance, mixed read lengths, low read length	insufficient read depth, insufficient read length	
ENCFF732YSE	bigWig	bigWig		signal p-value	GRCh38	ENCSR000EUO	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										CTBP2-human	DNA						2011-10-29	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF401ZQO/, /files/ENCFF526ZIN/, /files/ENCFF286XYH/	534123406	ENCODE Processing Pipeline	d73f4b3d6dfb73884c214374de9e527e		https://www.encodeproject.org/files/ENCFF732YSE/@@download/ENCFF732YSE.bigWig				released	s3://encode-public/2021/02/12/361c3b25-9dce-4238-b94a-ec4a9d382f21/ENCFF732YSE.bigWig	ENCODE4 v1.7.0 GRCh38	released	mild to moderate bottlenecking, moderate library complexity, borderline replicate concordance, mixed read lengths, low read length	insufficient read depth, insufficient read length	
ENCFF501VJW	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000EUO	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										CTBP2-human	DNA						2011-10-29	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF401ZQO/, /files/ENCFF526ZIN/, /files/ENCFF286XYH/	139574	ENCODE Processing Pipeline	7b499c615c48a9fcb7889ddc44a0cb1e		https://www.encodeproject.org/files/ENCFF501VJW/@@download/ENCFF501VJW.bed.gz				released	s3://encode-public/2021/02/12/2343bd92-ee2a-493b-a805-46d42dbb546c/ENCFF501VJW.bed.gz	ENCODE4 v1.7.0 GRCh38	released	mild to moderate bottlenecking, moderate library complexity, borderline replicate concordance, mixed read lengths, low read length	insufficient read depth, insufficient read length	
ENCFF739FDJ	bigWig	bigWig		signal p-value	GRCh38	ENCSR000BKD	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										YY1-human	DNA						2011-07-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF509OPR/, /files/ENCFF907UOW/, /files/ENCFF595PNZ/	564564732	ENCODE Processing Pipeline	8fed8d8e5080b64e827df53a1c287a8c		https://www.encodeproject.org/files/ENCFF739FDJ/@@download/ENCFF739FDJ.bigWig				released	s3://encode-public/2020/12/12/2c063658-ddca-4443-aa0a-10051710617a/ENCFF739FDJ.bigWig	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking, low read depth, low read length		
ENCFF376FVJ	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000BKD	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										YY1-human	DNA						2011-07-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF509OPR/, /files/ENCFF907UOW/, /files/ENCFF356LFX/, /files/ENCFF595PNZ/	427733	ENCODE Processing Pipeline	b28a35464167d03fcf22d1a418dad9ce		https://www.encodeproject.org/files/ENCFF376FVJ/@@download/ENCFF376FVJ.bed.gz				released	s3://encode-public/2020/12/12/40402c44-fcd8-441f-b5ea-ee9746a2f64e/ENCFF376FVJ.bed.gz	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking, low read depth, low read length		
ENCFF524BTL	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000BKD	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										YY1-human	DNA						2011-07-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF376FVJ/	781978	ENCODE Processing Pipeline	37b9b953e58a272b4113adb69730a7e4		https://www.encodeproject.org/files/ENCFF524BTL/@@download/ENCFF524BTL.bigBed				released	s3://encode-public/2020/12/12/f7a9de7c-8b06-470b-94a1-f7448f856069/ENCFF524BTL.bigBed	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking, low read depth, low read length		
ENCFF305JRR	bigWig	bigWig		signal p-value	GRCh38	ENCSR000BKC	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										ATF3-human	DNA						2011-07-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF595PNZ/, /files/ENCFF061OVT/, /files/ENCFF149WSI/	482364939	ENCODE Processing Pipeline	e48ce0feabf87ff72ae129b2973f74b8		https://www.encodeproject.org/files/ENCFF305JRR/@@download/ENCFF305JRR.bigWig				released	s3://encode-public/2020/12/12/3d05e960-b2e5-4615-86b5-de1c14b1cf4e/ENCFF305JRR.bigWig	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking, low read depth, low read length	insufficient read depth	
ENCFF440FTA	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000BKC	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										ATF3-human	DNA						2011-07-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF595PNZ/, /files/ENCFF061OVT/, /files/ENCFF149WSI/	91921	ENCODE Processing Pipeline	fe0c85937f9235e167d4fc3b2f6650ab		https://www.encodeproject.org/files/ENCFF440FTA/@@download/ENCFF440FTA.bed.gz				released	s3://encode-public/2020/12/12/49b6972b-cb00-4173-b843-67359d8e1a1e/ENCFF440FTA.bed.gz	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking, low read depth, low read length	insufficient read depth	
ENCFF852GZY	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000BKC	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										ATF3-human	DNA						2011-07-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF440FTA/	213929	ENCODE Processing Pipeline	015d535923fbeb0936bd1048e5796eb3		https://www.encodeproject.org/files/ENCFF852GZY/@@download/ENCFF852GZY.bigBed				released	s3://encode-public/2020/12/12/b522f071-6043-467c-9ca4-26222faa217c/ENCFF852GZY.bigBed	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking, low read depth, low read length	insufficient read depth	
ENCFF314YOA	bigBed narrowPeak	bigBed	narrowPeak	replicated peaks	GRCh38	ENCSR000AND	Histone ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										H3K9ac-human	DNA						2011-02-10	ENCODE		see document		1, 2	1_1, 2_2							/files/ENCFF436XTS/	2005199	ENCODE Processing Pipeline	2c87f04356a8bafec64a57ed282d6676		https://www.encodeproject.org/files/ENCFF314YOA/@@download/ENCFF314YOA.bigBed				released	s3://encode-public/2019/02/01/8334dc7a-fc7d-4c94-b491-d683357417c9/ENCFF314YOA.bigBed	ENCODE3 GRCh38	released	mild to moderate bottlenecking, low read depth, inconsistent platforms, low read length	insufficient read depth	
ENCFF436XTS	bed narrowPeak	bed	narrowPeak	replicated peaks	GRCh38	ENCSR000AND	Histone ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										H3K9ac-human	DNA						2011-02-10	ENCODE		see document		1, 2	1_1, 2_2							/files/ENCFF700GWT/, /files/ENCFF737TTB/, /files/ENCFF084ZHO/	826543	ENCODE Processing Pipeline	95dc7d873856705c9704b313a8f3d86d		https://www.encodeproject.org/files/ENCFF436XTS/@@download/ENCFF436XTS.bed.gz				released	s3://encode-public/2019/02/01/de828607-dbb6-4f77-9157-6c49d260cffe/ENCFF436XTS.bed.gz	ENCODE3 GRCh38	released	mild to moderate bottlenecking, low read depth, inconsistent platforms, low read length	insufficient read depth	
ENCFF890MIB	bigWig	bigWig		signal p-value	GRCh38	ENCSR000AND	Histone ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										H3K9ac-human	DNA						2011-02-10	ENCODE		see document		1, 2	1_1, 2_2							/files/ENCFF707RSH/, /files/ENCFF064DDT/, /files/ENCFF101FLH/, /files/ENCFF504ZFN/	1735517672	ENCODE Processing Pipeline	9af180a2155d4cec12636326b6d3d5ef		https://www.encodeproject.org/files/ENCFF890MIB/@@download/ENCFF890MIB.bigWig				released	s3://encode-public/2019/02/01/cb40c4eb-0f8d-4cb9-a779-7a04bf7ecaa8/ENCFF890MIB.bigWig	ENCODE3 GRCh38	released	mild to moderate bottlenecking, low read depth, inconsistent platforms, low read length	insufficient read depth	
ENCFF570NHK	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000BJW	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										RXRA-human	DNA						2011-07-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF745EBL/	107873	ENCODE Processing Pipeline	9ab5cf162836c58277b61620cee6ec20		https://www.encodeproject.org/files/ENCFF570NHK/@@download/ENCFF570NHK.bigBed				released	s3://encode-public/2020/12/12/58087f1d-4296-4e2a-9bbf-4061d9bdc83b/ENCFF570NHK.bigBed	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking, low read depth, moderate library complexity, low read length	insufficient read depth	
ENCFF939JSB	bigWig	bigWig		signal p-value	GRCh38	ENCSR000BJW	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										RXRA-human	DNA						2011-07-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF500HKQ/, /files/ENCFF595PNZ/, /files/ENCFF960UVR/	472394133	ENCODE Processing Pipeline	90c7cb11905d3998de82fc657c02e916		https://www.encodeproject.org/files/ENCFF939JSB/@@download/ENCFF939JSB.bigWig				released	s3://encode-public/2020/12/12/a1165880-150a-4ddf-879b-e202483cfc24/ENCFF939JSB.bigWig	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking, low read depth, moderate library complexity, low read length	insufficient read depth	
ENCFF745EBL	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000BJW	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										RXRA-human	DNA						2011-07-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF500HKQ/, /files/ENCFF595PNZ/, /files/ENCFF356LFX/, /files/ENCFF960UVR/	36976	ENCODE Processing Pipeline	bb371c09019a990b4a4449aee5f5fe78		https://www.encodeproject.org/files/ENCFF745EBL/@@download/ENCFF745EBL.bed.gz				released	s3://encode-public/2020/12/12/bd6c3209-cc02-46c5-885d-d0d8f0c06b52/ENCFF745EBL.bed.gz	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking, low read depth, moderate library complexity, low read length	insufficient read depth	
ENCFF428QFI	bigWig	bigWig		signal p-value	GRCh38	ENCSR000BIT	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										TCF12-human	DNA						2011-07-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF462GMA/, /files/ENCFF595PNZ/, /files/ENCFF960DAN/	438526966	ENCODE Processing Pipeline	9548f5393ba9b29dd45fe242e72752e9		https://www.encodeproject.org/files/ENCFF428QFI/@@download/ENCFF428QFI.bigWig				released	s3://encode-public/2020/12/27/739cd0c2-93bf-42ca-8e17-9675caf5c867/ENCFF428QFI.bigWig	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking, low read depth, low read length		
ENCFF959HJP	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000BIT	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										TCF12-human	DNA						2011-07-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF462GMA/, /files/ENCFF595PNZ/, /files/ENCFF960DAN/	215771	ENCODE Processing Pipeline	01f6517f2250731272d5011b34693e44		https://www.encodeproject.org/files/ENCFF959HJP/@@download/ENCFF959HJP.bed.gz				released	s3://encode-public/2020/12/27/f91458d2-3276-443f-8c06-27bbe4fecf4c/ENCFF959HJP.bed.gz	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking, low read depth, low read length		
ENCFF203EBH	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000BIT	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										TCF12-human	DNA						2011-07-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF959HJP/	375926	ENCODE Processing Pipeline	fc90a2482c4b9597402bbe04863c2105		https://www.encodeproject.org/files/ENCFF203EBH/@@download/ENCFF203EBH.bigBed				released	s3://encode-public/2020/12/27/3e50bbd0-55b5-45d7-b48e-583443f9d13f/ENCFF203EBH.bigBed	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking, low read depth, low read length		
ENCFF518OJP	bigWig	bigWig		signal p-value	GRCh38	ENCSR000EBZ	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										JUND-human	DNA						2011-10-29	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF972YCC/, /files/ENCFF501AIX/, /files/ENCFF603DMD/	887018762	ENCODE Processing Pipeline	d33f944e4d769fee805c87e783168c32		https://www.encodeproject.org/files/ENCFF518OJP/@@download/ENCFF518OJP.bigWig				released	s3://encode-public/2020/12/11/f152d328-0b02-44ca-9186-2d0f51972a8e/ENCFF518OJP.bigWig	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking, low read length, improper control_type of control experiment		
ENCFF287KKY	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000EBZ	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										JUND-human	DNA						2011-10-29	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF972YCC/, /files/ENCFF356LFX/, /files/ENCFF501AIX/, /files/ENCFF603DMD/	236006	ENCODE Processing Pipeline	084b6c5d566f792ba1cfc07a3780d4c7		https://www.encodeproject.org/files/ENCFF287KKY/@@download/ENCFF287KKY.bed.gz				released	s3://encode-public/2020/12/11/ac5c5b31-8fa5-475a-ae62-629c02b0504e/ENCFF287KKY.bed.gz	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking, low read length, improper control_type of control experiment		
ENCFF010YXS	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000EBZ	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										JUND-human	DNA						2011-10-29	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF287KKY/	493302	ENCODE Processing Pipeline	8442814481be9cbe132b605092dc92f6		https://www.encodeproject.org/files/ENCFF010YXS/@@download/ENCFF010YXS.bigBed				released	s3://encode-public/2020/12/11/0aa08b4c-4e16-44aa-84a0-42942af9abe9/ENCFF010YXS.bigBed	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking, low read length, improper control_type of control experiment		
ENCFF696ZFS	bigWig	bigWig		signal p-value	GRCh38	ENCSR000BNR	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										HDAC2-human	DNA						2011-07-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF868GCH/, /files/ENCFF402QOY/, /files/ENCFF595PNZ/	630620537	ENCODE Processing Pipeline	3fdbcd37a0e3ebee0117c2a3389117a5		https://www.encodeproject.org/files/ENCFF696ZFS/@@download/ENCFF696ZFS.bigWig				released	s3://encode-public/2021/02/11/19473dc5-9ecb-4ad8-87c8-847d691ea4cb/ENCFF696ZFS.bigWig	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking, moderate library complexity, low read depth, borderline replicate concordance, low read length		
